計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
0,2023/12/24,ATM セブン銀行,-30000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,_WxlJmNQrimBH5zkbMOfo0wKDHfbKU6uZGoAAjtLejY
1,2023/12/24,ATM手数料,-110,住信SBIネット銀行,その他,雑費,,0,yUYkZzf5queqUWu3fszu_iysAsa5hQJp8BbEu2l-mxQ
0,2023/12/24,ATM セブン銀行,30000,財布,未分類,未分類,,1,mLz22ZQuqo9ooca1HDhH8wuBFx9kHG75wPiMr7uiIG0
1,2023/12/24,ジブリがいっぱいSPECIAL ショートショート 1992-2016 [Blu-ray] 販売: アマゾンジャパン合同会社,-3608,Amazon.co.jp,未分類,未分類,,0,qlrDqvgolaDS69f9ttlwW0S6TPoAoOCBTT0iM3VxdJk
0,2023/12/24,AMAZON.CO.JP,-3608,JCBカード,特別な支出,その他特別な支出,,1,NhQlwF9c0Jyo5ihAoF9U19IAjlUDsaz6OUvEhQ_OwEk
1,2023/12/24,SIMPLE VIDEO SINGAPORE,-433,JCBカード,衣服・美容,衣服,,0,HBa_cC6GFQn_sFt3l0tloW10ZaY6B5TMTMr8txbUNFE
1,2023/12/25,給振 ニンテンドウ(カ,155000,京都信用金庫（個人口座連携）,収入,給与,,0,pQsCPDIrrDBebGPXrmPmN5m5Fbfn6HhNKiMCmf-EWFs
1,2023/12/25,融資返済,-124061,京都信用金庫（個人口座連携）,住宅,ローン返済,,0,yFsMVKl0Fha0pfritbjF6nmqVRWPiR7mfQ3m_kx-DN0
1,2023/12/25,給与*ニンテンドウ(カ,548117,住信SBIネット銀行,収入,給与,,0,PrvleFr39zkIyY4UDo2vImisMPcX7V_27frI4mB9Sqw
1,2023/12/25,固定費,-55000,なし,その他,雑費,,0,cpqinBdThqzMTmublZBDOI-b_o4ncrh5awlVSof4PbI
1,2023/12/25,食費,0,なし,その他,雑費,,0,tpl8CJQtNcZ6Z2yBy8GCblO_B5VhmefF55yOBqv3JZs
1,2023/12/25,,0,なし,その他,雑費,,0,DPh1rNibvTwjhW6NsRZuOWIm9DISQuAt41yNZdXaJWs
1,2023/12/25,すき家,-890,三井住友カード (VpassID),食費,食費,,0,9b7HL9J7g3vIvm533lEeBwVAxeKeItRpCvGgMOC5Abc
0,2023/12/26,支出（不明）,-51000,財布,現金・カード,使途不明金,,0,Hqv7-F_8OKq1LuZ8-8vWlVWdwAnI1UjznU7jXiyQoEI
0,2023/12/26,ミツイスミトモカ-ド (カ,-214111,三井住友銀行,現金・カード,カード引き落とし,,1,5DAuLdbIDxPycPhIWiuUTUVQGYiCC2mE5-xfp4WCEFk
0,2023/12/26,振込 シマダ シヨウゴ,800000,三井住友銀行,未分類,未分類,,0,qvvlqAXcVb43fBo1jdDhLx9xUodULJAsuX4W_H3550U
0,2023/12/26,振込*シマダ シヨウゴ,-800000,住信SBIネット銀行,未分類,未分類,,0,R5Xaspua7jSuYIRQm8-_QBrvPruD4lz6ZHeAjC11-dI
0,2023/12/27,ニホンガクセイシエンキコウ,-13429,三井住友銀行,教養・教育,学費,,0,KqAv3SUtFbl0AvyDl1GVQPfezijx1bAIxGXuTnD1GcE
1,2023/12/28,すき家,-630,JCBカード,食費,食費,,0,s1quRbdRCiZrNkACB_f4aAUdwSt_IN87dU2IV-sVyo0
1,2023/12/28,UBER * EATS PENDING (AMSTERDAM ),-3206,三井住友カード (VpassID),食費,食費,,0,DNTbm1mbTrKQSSESdsZn0b07NJtLPYdNB0w_dNU8WpI
1,2023/12/28,DMM,-20,三井住友カード (VpassID),通信費,放送視聴料,,0,Pyqp5vNSrvKFtlE_iZQETJfdGaSghnPEUWqMQKv82t0
1,2023/12/29,Suica〔携帯決済〕,-3000,JCBカード,交通費,電車,,0,5kWh7aS6UiYXiWlPPJdOL8DzQD4R8GHS0hi-N_5UuG0
1,2023/12/29,GOタクシー(乗車料金)京和タクシー株式,-2000,三井住友カード (VpassID),交通費,タクシー,,0,fP6dzazD_-HwDEmJTZINqoTCFTX2qpnj9r3McasoTeA
1,2023/12/29,楽天ペイ おちゃのこさいさい産寧坂本店,-1577,JCBカード,食費,食料品,,0,g5HqsDk0G_EV5FrWeMfqmcQ4-tHIDaFQeHrYJ1LDBgQ
1,2023/12/30,パレスホテル大宮,-16500,JCBカード,趣味・娯楽,旅行,,0,9nNcnlWKsLhe4tHSdkstVKI15OyWBdvgVpLR55S38w8
1,2023/12/30,JR東日本 えきねっと,-3940,JCBカード,交通費,電車,,0,KtTvWCvL3vhOmaBY-Dq1-bU2ROEy9FO9ZIXfBWSJnzs
1,2023/12/30,エクスプレス予約〔プラス会員〕,-14080,JCBカード,交通費,交通費,,0,Qz_OgH70Wm6SUNQaQeKgE-mymtS5Znq-uso9Kf9CiIo
1,2023/12/30,ベルマートキヨスク京都上りホーム,-708,JCBカード,食費,食費,,0,JSnw522s9LTfXZpaWhp3NVEKAFsve9ADvDUmQDayvFk
1,2023/12/30,GO(タクシーアプリ)*アプリ配車,-2300,三井住友カード (VpassID),交通費,タクシー,,0,R-l65mz73AtqO_tiZchucMJZVDdJdNpdIjgSE5pUcW4
1,2023/12/30,GO(タクシーアプリ)*アプリ配車,-1300,三井住友カード (VpassID),交通費,タクシー,,0,5qIFi1DjzEWwRXEp6NgNg0RZMG5jvTSTe2-kE8ExSuo
1,2023/12/31,ドラッグストアセキ春日部大沼店,-1008,JCBカード,日用品,ドラッグストア,,0,jz6Rjo2cQHK3JQDuRIFlwLEbQa0drt7frSdnfVQH0LA
1,2023/12/31,NewDays/KIOSK,-160,JCBカード,食費,食費,,0,82dz1nrEp9q_dstEDZuKSRWn-IwjFS1pqgbtRnBtuz4
1,2023/12/31,フアンテイア,-5000,三井住友カード (VpassID),趣味・娯楽,秘密の趣味,,0,NmKNEPVO01h6HgGvzZGRhCr8ic2HwjptDkJdBxvxR5E
1,2023/12/31,ココカラファイン,-1628,JCBカード,日用品,ドラッグストア,,0,prIJudXstI7ORV_ewna1hNliE3OvA9P6c883AmHYitw
1,2023/12/31,タイムズカー,-880,JCBカード,自動車,駐車場,,0,hJ31-NRaYGNV3qTuUL5a8fEnQgZo2q4uLsqKRV-OCKk
1,2024/01/01,JR東日本クロスステーション 駅催事店舗,-1566,JCBカード,交通費,電車,,0,dcPSn5HPnAGR6iq578UrBvG6M33ygznTS1oYYY0rR8s
1,2024/01/01,フアンテイア,-5100,三井住友カード (VpassID),趣味・娯楽,秘密の趣味,,0,0vEq8gV54HlVnry4JrR6MKm34ON2bs2QfJ7sq8jI0MI
1,2024/01/02,JR東日本 えきねっと,-7860,JCBカード,交通費,電車,,0,1rxuPp6fa83RjMoGHIB5ztmBZxDxuJKR4j8zaQxajzw
1,2024/01/02,ユニクロ,-3990,JCBカード,衣服・美容,衣服,,0,wy7LqWNbXxxAqZ7E3KFfgRRHOEhHxo6pOKFg6Xd9R8o
1,2024/01/02,ウエルシア薬局,-1650,JCBカード,日用品,ドラッグストア,,0,8LsnhPIlqg7ikcQiYoqKikxAEJNREsvj0KZsWg43vrw
1,2024/01/03,Backlot Cafe,-5700,JCBカード,未分類,未分類,,0,1OlknN7iyCtdec-Gpk0NtQu9CoAtsiVd0T7r0Hg-OCs
1,2024/01/03,ATM ローソン,0,住信SBIネット銀行,現金・カード,ATM引き出し,,0,zRNCXJiUk_-IHVce-41pEwVgKx7mdIBQfN5RsMnPNfs
1,2024/01/03,ANALOGUE ENTERPRISES LIMI(HONG KONG ),-60376,三井住友カード (VpassID),未分類,未分類,,0,OoUPehMRjhZ5L-7tBhFCCQbPTART1idI62zFQQeKvAc
1,2024/01/03,メイキング・オブ・ハリー・ポッター,-2550,JCBカード,未分類,未分類,,0,Th6DkV7aKhCksu_9r6a9nzFff0XsVR24onCtvPFnd8A
1,2024/01/03,エクスプレス予約〔プラス会員〕,-18950,JCBカード,交通費,交通費,,0,sLm1AmvtVtNEo174U3cfrX_5_0s-LhsNcPxJbInSVlo
1,2024/01/03,エクスプレス予約〔プラス会員〕,14080,JCBカード,未分類,未分類,,0,S2l0aDJhixJBfoN9E6P1tgkmu4Xp7nDU9jqFKgTvbeE
1,2024/01/03,ドン・キホーテ池袋駅西口店,-1064,JCBカード,日用品,日用品,,0,hjFtbxVkDupjuJabVOEF_Dg5hDAGmYCxvIF74KyH-fs
1,2024/01/03,NewDays/KIOSK,-297,JCBカード,食費,食費,,0,PBeK2eb7hhP1YmK1Ct2kLcTazSPdBMQJJ19W5fS380o
0,2024/01/03,ADOBE SYSTEMS SOFTWARE,-1078,JCBカード,通信費,インターネット,,0,LqAApO13P_T9LteEoj4vgJRKOapQOaMOTKYsktwxE9U
1,2024/01/03,ベロ-チェ 南池袋二丁目店/NFC,-380,三井住友カード (VpassID),未分類,未分類,,0,BFj22kgRXy4xO_zkLbCRczCbeMFWYpULffA-Gw_evsQ
0,2024/01/04,APPLE.COM/BILL,-1200,JCBカード,通信費,その他通信費,,0,oIUbeHv-jqRNtMp5sboU7gYODyWKC8k3z1cisX0Hiio
1,2024/01/04,マクドナルド,-840,三井住友カード (VpassID),食費,外食,,0,soSJW0Z3c8Dzq6i28jVMAIZWwy0sAIjMVBQHnpOzKN8
1,2024/01/05,HUB京都ヨドバシ店,-990,JCBカード,日用品,日用品,,0,xmdgV13x3x5K6P2yxB9czZnKh7RXdWxq6lRu-wRm-1E
1,2024/01/05,HUB京都ヨドバシ店,-810,JCBカード,日用品,日用品,,0,kzkXGxTtKtcgj8hJiS-xyfVJI6CkNpmKSvaPej_6m34
0,2024/01/05,BB.excite,-4950,JCBカード,通信費,インターネット,,0,GAKjHj24BfwGr6vo8sqQG43143cIygdII3zNr-5Qa40
1,2024/01/06,ATM ローソン,0,住信SBIネット銀行,現金・カード,ATM引き出し,,0,S-_SxW4oSzZYLpMW0_6ZrrzKlx0O3ukzGAKdWCVai1k
1,2024/01/06,ATM セブン銀行,0,住信SBIネット銀行,現金・カード,ATM引き出し,,0,CRnANukwPg-UhjWmZ-dwFIEaK8AZyjtHIG6G-tObhVE
1,2024/01/06,ATM セブン銀行,15000,住信SBIネット銀行,未分類,未分類,,0,bf7_u3Xh5TsXWAM-W7cgVX6pDPivVAaTmrud0j1YRx4
1,2024/01/06,伊藤珈琲/Air,-1200,JCBカード,食費,カフェ,,0,aggy7li3GRO_in7IS7X0Bb_ei3OF8vONF2l3cYK4RHY
1,2024/01/06,無印良品,-4960,JCBカード,日用品,日用品,,0,Idcct0Kj-RxT821rHuPVitPNuzKSeJa3nD_qmw0vwa4
1,2024/01/06,ニトリ,-8353,JCBカード,特別な支出,家具・家電,,0,ZjJPnuqa5wusvExuMdqDS-xqMYM6tIVlHGb4DddD5yA
1,2024/01/06,ローソン京都駅前,-205,JCBカード,食費,食料品,,0,LPZrdIE_EoAcQ68uQ6a18wsI0EWDB4UYzbRGhDecLwA
1,2024/01/06,ユニクロ,-3990,JCBカード,衣服・美容,衣服,,0,jKwIi7OwsJtdAPUk_3N5lhyrVcYkfSGzkcNuvNqCViE
1,2024/01/06,SQ*なぎさ薬局 烏丸紫明店,-800,JCBカード,健康・医療,薬,,0,Wn9vRgHLfOfq9YQWManKLNYxRKcQin0KhUTkV2bGXFs
1,2024/01/06,ビブレ・イオンモール,-2180,JCBカード,日用品,日用品,,0,PvvEXPUpGiVoOW5_uR93N8Z01masTjpUrDoNNGeoWHI
1,2024/01/06,コクミン,-878,JCBカード,日用品,日用品,,0,ouBED6JlqX7p6jkcR-BTkpTYyL3PhYH4eG1o0wu_MtA
1,2024/01/06,GO(タクシーアプリ)*アプリ配車,-1500,三井住友カード (VpassID),交通費,タクシー,,0,8RTiMc6GTmUJOWf7SZoBdw0x4tWIbPJrZStGvmRJKy8
1,2024/01/07,ローソン,-133,三井住友カード (VpassID),食費,食料品,,0,aRUY1Cn9YHNy7uFkiSgZkXa62VKGhStEhEvixpOLgL0
1,2024/01/07,セブン-イレブン,-190,三井住友カード (VpassID),食費,食料品,,0,d-X1Nw1UXboCQCXcmHYvnag8Nv2wJh5cbKS4vG5_SpE
1,2024/01/07,セブン-イレブン,-206,三井住友カード (VpassID),食費,食料品,,0,CwygjDQb7ITu0B-dYkCV0YghbN7T1Sh6GTZ44OxRWLQ
0,2024/01/08,普通 米ドル 代表口座,-14457,住信SBIネット銀行,その他,事業投資,,0,pRoHQIpT0aNS52nCKWYhtiUrSOICsk15rxOlWdrbIls
1,2024/01/08,ATM セブン銀行,0,住信SBIネット銀行,現金・カード,ATM引き出し,,0,wj6YM_79dl2F5X-ndZcR0GEWiKMqTZUxzCZd4caL2FU
1,2024/01/08,アシスト&サイクル轍,-1650,JCBカード,未分類,未分類,,0,PsazPjj6yJbdDBayl9t0wkQ911Q0j5oz25jni-UdaD0
0,2024/01/08,普通 円 代表口座,14502,住信SBIネット銀行,未分類,未分類,,0,4cjf2XwcjtPzPtLSYjWe7idL9BCtkZtkiL1dzjj8nuE
1,2024/01/08,thanksmarche ́,-503,JCBカード,衣服・美容,衣服,,0,KKkXFLhvaUsThW3UHETXhU_BoyaafvfDX1igxtUkYcY
1,2024/01/08,すき家,-660,三井住友カード (VpassID),食費,食費,,0,EytQ1u58FlHUi92fKEci8L0hm_iqgr9pT36TElrRf9k
1,2024/01/08,ココカラファイン,-1836,三井住友カード (VpassID),日用品,ドラッグストア,,0,CKoq8x6R_hCHOnuEtc_V1dLx07x37jJZmH8ZEXknac4
0,2024/01/10,(カ) ジエ-シ-ビ-,-69575,三井住友銀行,現金・カード,カード引き落とし,,1,PKTSD2dR8s2V5W7eoCOn4ME6jzXudaLbUoA66D1HKo8
1,2024/01/10,GOタクシー(乗車料金)銀鈴タクシー,-3900,三井住友カード (VpassID),交通費,タクシー,,0,XaD9KoTz6aGhpr1HUtWyGe8bL--cAHynbcnk6OBZMqc
0,2024/01/11,povoご利用料金,-559,JCBカード,通信費,携帯電話,,0,cq4oM12hbFexwZiafYK8re3loqCGsJhvgs4mGseclpg
1,2024/01/11,AMAZON.CO.JP AMAZON.JP.COM,-550,JCBカード,教養・教育,書籍,,0,qSWh3qz8-t2GM39yYggERN--RQjKGZrbITbz9aMq6kc
1,2024/01/13,ATM イオン銀行,-5000,住信SBIネット銀行,日用品,日用品,,0,s3PwyxHRbRPM0x2SnnbOhsqtQQBOOu28F9HwzRA2YGM
1,2024/01/13,ATM手数料,-110,住信SBIネット銀行,その他,雑費,,0,cE-AeOC1fDu_-BYR9NxHXHCq0fjwokvEFoEfw7CJanI
1,2024/01/13,なか卯,-1060,三井住友カード (VpassID),食費,食費,,0,qbt5Tzoo7qWIHOu9qwl05Whd9y-8xQuUWDVYLWFP1P8
1,2024/01/13,ローソン,-135,三井住友カード (VpassID),食費,食料品,,0,XdZxRvEOuTCraUU1Uiz9_GLu4NSvtFbD7v-zRlkWbKU
0,2024/01/13,MetLife生命 保険料継続,-6414,三井住友カード (VpassID),保険,その他保険,,0,S0-vg7TWo8GdCBxOE1UxgZv17Y44eW9yZRFuRDPZ8d4
1,2024/01/14,[山善] IHコンロ IHクッキングヒーター 卓上 小型 1400W 高火力 火力調整6段階 保温 IH調理器 マグネットプラグ仕様 ブラック YEN-S140(B) 販売: アマゾンジャパン合同会社,-6980,Amazon.co.jp,未分類,未分類,,0,8tVyjQ0S9gNuqZ6rMbG3tQVFw5bW2PNYO5sScrhemis
1,2024/01/14,Amazonポイント,1569,Amazon.co.jp,未分類,未分類,,0,5VwT0CMipDf5d0eIiYoNE_Hi2JCbiYOaSrjYsnjoQdc
1,2024/01/14,【Amazon.co.jp限定】CCL い・ろ・は・すラベルレス 2LPET ×8本 販売: アマゾンジャパン合同会社,-872,Amazon.co.jp,日用品,日用品,,0,eTeec_HXeUYU66FpmZ_HP3d4nJXPP2hGKv_2gghQ4_w
1,2024/01/14,割引,44,Amazon.co.jp,未分類,未分類,,0,rpztYIYe4MOkMgoqHEZYQNxR0FYoVAJBaY6I1_QZjL8
1,2024/01/14,KONONEKI/Air,-2300,JCBカード,未分類,未分類,,0,3o-bWv1X12nYFyJKsR8uvLScRRg78ZC9vZY6ULl0Xik
0,2024/01/14,AMAZON.CO.JP,-5411,JCBカード,特別な支出,その他特別な支出,,1,ofuL-Hdcflh9a8ePniAKwxRD6W_DIRZVILy4KjCShZk
0,2024/01/14,APPLE.COM/BILL,-5450,JCBカード,通信費,その他通信費,,0,Rtf62qY1ROPu0aqPFkRPab2nXsXuLRig_h5HII5eK4E
0,2024/01/14,SBI証券投信積立サービス,-50000,三井住友カード (VpassID),未分類,未分類,,1,vf1860siBbcy36cOvcdhX7i0wJTLbK5pWnn5Z94hguo
0,2024/01/14,AMAZON.CO.JP,-828,三井住友カード (VpassID),食費,食費,,1,vQNx6X97naR9FdQBUWqj3ZKO5ipPHivvRVzHedpRvuY
1,2024/01/15,イオンモール北大路,-1100,三井住友カード (VpassID),日用品,日用品,,0,HJg82l-yUsXwbpcWg-6g14pOH6hODs_EHzy6KAmn6w4
1,2024/01/15,京都市上下水道料金,-4949,三井住友カード (VpassID),水道・光熱費,水道代,,0,L-Maso-jWX_Zp0iHHe57q1Q0XTm6bsKployNi-CHNw0
1,2024/01/16,ビブレ・イオンモール,-1580,JCBカード,日用品,日用品,,0,b5_2_PsYLgWEmASmot3tFMQYsN9sHn2ve7O3YY9a0kw
0,2024/01/16,GOOGLE *YouTubePremi,-1280,JCBカード,通信費,情報サービス,,0,4pzTCdyHcQJVcoqmyCgC1Q57ya3CKZQXTfiX07iPFek
1,2024/01/16,電気01月分11314091142904,-7322,JCBカード,水道・光熱費,電気代,,0,F6Rg5asHYu5dzJbtqFzgEFkZH2TXuFHv4YcX95ZMhIA
1,2024/01/17,振替 SBI証券,6791,住信SBIネット銀行,未分類,未分類,,0,2DrGvsrR2i0i3crCAbQ-bgXipNKkk0e8gdxBPSX8GNA
1,2024/01/17,すき家,-580,三井住友カード (VpassID),食費,食費,,0,Gychcpjg-NlARbzlMc3J5Tc6auBuQIYGthsCcXfPl_4
1,2024/01/18,ゆめみし四条河原町店,-16500,三井住友カード (VpassID),趣味・娯楽,その他趣味・娯楽,,0,ODYBr84ep-QlK0KR3IvxjNRhoKL_PWW8QvwWLoZBdFA
1,2024/01/19,ファミリーマート物販自販機,-150,JCBカード,食費,食料品,,0,raX9ymUouHxXyOyBzgc30dMrMajLhAi2x_OzNv0tvHM
1,2024/01/19,ビブレ・イオンモール,-1580,JCBカード,日用品,日用品,,0,mAzEwFEiFWlNt6ySpx21vphqsqBEhR-gLX06ggs88Ts
1,2024/01/20,名酒館タキモト,-5395,JCBカード,未分類,未分類,,0,IeV1X0-dGfKzPV9hdBzIf_bMLEJ5N4rIYBogxQT6lo0
1,2024/01/20,成城石井 四条烏丸店,-3221,JCBカード,食費,食料品,,0,Q1vutwF8k3-LXqW0vh6N6QpWR7zLR1U21ma1m3Jy9H0
1,2024/01/20,ニトリ,-1612,JCBカード,特別な支出,家具・家電,,0,6OMsp7Yrxd2ImhTEVOhkQMWwyqy4Fxpd9xP_j4zyrsM
1,2024/01/20,フアミリ-マ-トキタヤマクリスチヨウ,-990,JCBカード,食費,食料品,,0,gibXM03bTjmRDdc4Qp49p3siVP7lVdF3-Z8Fdb8PSv8
1,2024/01/20,ウエルシア[シミズ],-1871,JCBカード,日用品,ドラッグストア,,0,UhxW1R0IeEUxb1bhAN4EUW3AbrlipKD4OSKv29cYxc8
1,2024/01/20,ダイエーSM,-6014,JCBカード,食費,食料品,,0,VHd8yeu_rNM-f8l0iQdiAU7sLLd17LqWbTwLsxySMDI
1,2024/01/20,ローソン,-363,三井住友カード (VpassID),食費,食料品,,0,oSDzW1PCCx0IkOBYfcVP-bCOG3V0RT0LTL__f8N-VMI
1,2024/01/21,利息,1,住信SBIネット銀行,収入,その他入金,,0,cIaLrW2wkMTF9VA8e5w2xxJq9FvXEhjtMjEWWz_n88U
1,2024/01/21,ライフ堀川北山店,-10912,三井住友カード (VpassID),日用品,日用品,,0,dZYJdRHfm8Kcslbe0SO-CTVOgsYzrsHOvgqaSrA-T50
1,2024/01/23,GIBBON MOUNTS アームレスト 肘置き デスク用 腕掛け 高さ調整可能 リストレスト 回転多角度 肘 腕 肩 疲労を軽減 アームスタンド 肘置きパームレス 黒 販売: Gibbon Mounts 公式ストア,-3370,Amazon.co.jp,未分類,未分類,,0,WA8M7zQkRGdGtnL9e4oV7u1skqCBhjVIXNkkKWkxwtY
1,2024/01/23,7ビューティー マッサージオイル イランイラン 1L 販売: セブンエステ ( 7エステ ) [ 公式店 ],-1710,Amazon.co.jp,未分類,未分類,,0,xSRK31xBguEBXpyhRc_rKcZahaUslEP37Ke-G3rXpwI
1,2024/01/23,"UnivoColors 人間工学に基づいたメモリフォームマウス用リストレスト プレミアムPU素材 低反発クッション 手首サポート PCゲーム&オフィスワークに最適 疲労低減 体圧分散性能 手首痛み緩和 底面に滑り止め(ブラック,wr) 販売: Unishare ユニシェア 商品についての質問は こちら",-1588,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,NhdliReBnPEP1vmrH-pkSmtGFAN2xYqkhyf-jQZXnMc
0,2024/01/23,Amazon Market Place,-3370,JCBカード,日用品,ドラッグストア,,1,6HSySx8Zsb6mz5z7a4Si032NwjWH3wf3DZnbNwbOtHQ
0,2024/01/23,Amazon Market Place,-1710,JCBカード,日用品,ドラッグストア,,1,5E8xEHUZ8h2yHIxfsCQ7K6OCAC-Vz8vMoP8IpbzAOqk
0,2024/01/23,Amazon Market Place,-1588,JCBカード,日用品,ドラッグストア,,1,8AqTIuKPtJzKAEUZ9Zli_GwjQNDxwSYfgzoYnc63t-8
1,2024/01/23,ガスト,-5120,三井住友カード (VpassID),食費,外食,,0,BdH4H_ZLeY68AvXfjIhVe1Zpur-MFMtg0dNQ7C9cD3U
1,2024/01/23,ガス01月分11314091142904,-9309,JCBカード,水道・光熱費,ガス・灯油代,,0,Ta_ksBxwdCx0XE-uX3oDE-6BDYJOfsTSK49NyKOqRME
1,2024/01/24,SIMPLE VIDEO SINGAPORE,-451,JCBカード,衣服・美容,衣服,,0,vnhtS_49LyWXNTHGdVriIA8avMYhQUeC3-p35QQaA7Q
1,2024/01/25,雑費,-55000,なし,その他,雑費,,0,ZJQKfFYrC8ka21_2Q4CnOBhuWlP5HO09puF71TnzdAQ
1,2024/01/25,,0,なし,その他,雑費,,0,u4Sax1YuPbUi3uV2GuUk6RgPFWy9hODz9qwQ-NC_5cE
1,2024/01/25,給振 ニンテンドウ(カ,155000,京都信用金庫（個人口座連携）,収入,給与,,0,YrgFAfNf6qWVS9Au6nLdHq73ADkvXGqAW6PuQP0e-kw
1,2024/01/25,融資返済,-124061,京都信用金庫（個人口座連携）,住宅,ローン返済,,0,BYIC0RSkDDifYJGmqkEKK6RYfItuiOjGic85WF5lchg
1,2024/01/25,給与*ニンテンドウ(カ,238465,住信SBIネット銀行,収入,給与,,0,s1ZegmLO1V1g88x1qEsiCpAGxkeaOSbayPpdUcQOpNg
0,2024/01/26,ミツイスミトモカ-ド (カ,-573181,三井住友銀行,現金・カード,カード引き落とし,,1,TXsFW2yvh7JpD6fF9OvGGduMtc3D2tym1U17i-KSCUw
1,2024/01/27,GOタクシー(乗車料金)銀鈴タクシー,-2900,三井住友カード (VpassID),交通費,タクシー,,0,CYBBIe4bJprUVCS9_Is0R9kKBw99r3J0CdT6V_4d4Gw
1,2024/01/28,【Amazon.co.jp限定】CCL い・ろ・は・すラベルレス 2LPET ×8本 販売: アマゾンジャパン合同会社,-1024,Amazon.co.jp,日用品,日用品,,0,DPt46vkw_EyaVcoZvjDSEsM9xrT6EZ1K7X5EQbR_220
1,2024/01/28,割引,51,Amazon.co.jp,未分類,未分類,,0,b82DyyyLtVZ-OtSqyRZa4hbyD5pTFQujDl822bXTCbI
0,2024/01/28,AMAZON.CO.JP,-973,三井住友カード (VpassID),食費,食費,,1,Q3IJXLVIwqpGLBVBQwdrJn0JpbdPz5Yd2_Et4L3uDng
1,2024/01/28,無印良品,-8980,JCBカード,日用品,日用品,,0,WYG4oDv-1WMfEmn8NyqxvlceFq_q0rfTJO5K2bGTKvw
1,2024/01/28,イオンモールKYOTO,-11000,JCBカード,日用品,日用品,,0,KgHv-zmsn38pbcJYRYL_lcJkHyAgreOmWBMwsbCu3nc
1,2024/01/28,イオンモールKYOTO,-1451,JCBカード,日用品,日用品,,0,z_zk82rbdTUImXx1QJzFYvVqL9ARq7OTeB67KV0gDDI
1,2024/01/28,コーヨー・MV・ピーコック,-2033,JCBカード,食費,食料品,,0,WEnb7NTkx1Zq6CtTMIdQl2W9P4Jxnoi7iPEZpjZYu1Y
1,2024/01/28,GO(タクシーアプリ)*アプリ配車,-1100,三井住友カード (VpassID),交通費,タクシー,,0,Ckxmhna8S9cmtC1h6YL-uR0JtsFUpfCY-TNfO_YkrIU
1,2024/01/28,SQ*レザン,-5280,三井住友カード (VpassID),交際費,交際費,,0,SFqSKJg1QGDg1l1sr9eGLZ-ogBipXAT2NJjXJm_g1sc
0,2024/01/29,ニホンガクセイシエンキコウ,-13429,三井住友銀行,教養・教育,学費,,0,bIEoiBIDw2DYWlod_mI4WtVtAY7tMi4ZwvErWTtlvEM
1,2024/01/29,Suica〔携帯決済〕,-3000,JCBカード,交通費,電車,,0,5d8CY35d2P5Z2EWApJgAgiF6PmnJfdWS_5jLlE9eyCs
1,2024/01/30,ファミリーマート物販自販機,-300,JCBカード,食費,食料品,,0,XnnVvN_LhCX9wrAFFQUul0290y3tknsPIpxlmZ411ZQ
1,2024/01/31,北海道チーズ蒸しケーキFAN BOOK【ほんものみたいなふわふわぬいぐるみつき】 (TJMOOK) 販売: アマゾンジャパン合同会社,-3080,Amazon.co.jp,未分類,未分類,,0,VsYuAplnrKCq0kgvRwtXDLfVEaNvmC9t-VUbJhpfL2c
0,2024/01/31,AMAZON.CO.JP,-3080,JCBカード,特別な支出,その他特別な支出,,1,k0eWC3_n1R0PTyCfG80pBNmLokLbcI3pv6spR6jDAdU
0,2024/01/31,タイムズカー,-880,JCBカード,自動車,駐車場,,0,4swLr6i-OJYhoThBmXfrwxxuvOQTuxU0TwLx5Dej5qQ
1,2024/02/01,振込*シマダ ケイゴ,-85000,住信SBIネット銀行,未分類,未分類,,0,S1411a1Az5uK-Bv_w3K8Q_T1hIUEgnYgf8INGiqTwqI
1,2024/02/01,フアンテイア,-5000,三井住友カード (VpassID),趣味・娯楽,秘密の趣味,,0,6_pCpDM6bC8yCLqMlF7SiVUSmOm8VPRjoseBao08zoQ
1,2024/02/02,酔心 京都駅前店B1,-5104,JCBカード,未分類,未分類,,0,4NXXdrh7vtSsLnPzA6HoVuVYxnZuZ1ib_CBWlbAb21Y
1,2024/02/03,京都高島屋ショッピングセンター,-1100,JCBカード,衣服・美容,衣服,,0,SLssDCVDLugW3VdyKNEsNNM_ynsFGOEwaaAkhraRv2c
1,2024/02/03,MOVIX京都,-2000,JCBカード,趣味・娯楽,映画・音楽・ゲーム,,0,26YKQpF5NevcQv1w3nbJGlOtJ1TXBqiSPKseN0XjDWI
1,2024/02/03,MOVIX京都,-350,JCBカード,趣味・娯楽,映画・音楽・ゲーム,,0,8cIQYjVfNuVIvxPvoUzay1-dL8VUzRsXFibXHAsQobA
1,2024/02/03,パントリー京都北山店,-745,JCBカード,未分類,未分類,,0,meEFRBm6J0uHVuNQ_WZuuq6qE1u4tDcPgIZoLGTmAx0
1,2024/02/03,SQ*ULUCUS,-4140,三井住友カード (VpassID),未分類,未分類,,0,UKknEy30aVHEhheBLY35_HnA3f_BbMSfsur7ZrJtraA
0,2024/02/03,ADOBE SYSTEMS SOFTWARE,-1078,JCBカード,通信費,インターネット,,0,kycg7-iw7Hsnd66UvG2Y6Bod73eSghSoLf1qTgmNMr8
